QuickDAQ Data
1/1/0001 12:00:00 AM
Notes:,,
Sample Rate:,48000, Hz,
Measurement Type,Time Waveform,
Channel Name,DT9857E-16-xAO(00).Ain 1,
X Axis Units,Sec,
Y Axis Units,V,
Seconds,Real,
 0.00000E+000, 0.0208318233,
 2.08333E-005, 0.0214922428,
 4.16667E-005, 0.0190424919,
 6.25000E-005, 0.0184881687,
 8.33333E-005, 0.0180983543,
 1.04167E-004, 0.0162577629,
 1.25000E-004, 0.0153517723,
 1.45833E-004, 0.0139176846,
 1.66667E-004, 0.0096619129,
 1.87500E-004,-7.64132E-004,
 2.08333E-004,-0.0080692768,
 2.29167E-004,-0.0167763233,
 2.50000E-004,-0.0268340111,
 2.70833E-004,-0.0370728970,
 2.91667E-004,-0.0449359417,
 3.12500E-004,-0.0538039207,
 3.33333E-004,-0.0605010986,
 3.54167E-004,-0.0654494762,
 3.75000E-004,-0.0697982311,
 3.95833E-004,-0.0728368759,
 4.16667E-004,-0.0734364986,
 4.37500E-004,-0.0740921497,
 4.58333E-004,-0.0713956356,
 4.79167E-004,-0.0686526299,
 5.00000E-004,-0.0647604465,
 5.20833E-004,-0.0574469566,
 5.41667E-004,-0.0507438183,
 5.62500E-004,-0.0421261787,
 5.83333E-004,-0.0336861610,
 6.04167E-004,-0.0236558914,
 6.25000E-004,-0.0118064880,
 6.45833E-004,-0.0018274784,
 6.66667E-004, 0.0056910515,
 6.87500E-004, 0.0082731247,
 7.08333E-004, 0.0126647949,
 7.29167E-004, 0.0135481358,
 7.50000E-004, 0.0162661076,
 7.70833E-004, 0.0165843964,
 7.91667E-004, 0.0166904926,
 8.12500E-004, 0.0188148022,
 8.33333E-004, 0.0191557407,
 8.54167E-004, 0.0192558765,
 8.75000E-004, 0.0206589699,
 8.95833E-004, 0.0207996368,
 9.16667E-004, 0.0205779076,
 9.37500E-004, 0.0198423862,
 9.58333E-004, 0.0214767456,
 9.79167E-004, 0.0185680389,
 1.00000E-003, 0.0207746029,
 0.0010208333, 0.0179255009,
 0.0010416667, 0.0183796883,
 0.0010625000, 0.0165200233,
 0.0010833333, 0.0157237053,
 0.0011041667, 0.0149989128,
 0.0011250000, 0.0123846531,
 0.0011458333, 0.0127601624,
 0.0011666667, 0.0102972984,
 0.0011875000,-9.14335E-004,
 0.0012083333,-0.0093328953,
 0.0012291667,-0.0172150135,
 0.0012500000,-0.0302004814,
 0.0012708333,-0.0362133980,
 0.0012916667,-0.0487256050,
 0.0013125000,-0.0529336929,
 0.0013333333,-0.0645494461,
 0.0013541667,-0.0631308556,
 0.0013750000,-0.0744986534,
 0.0013958333,-0.0684356689,
 0.0014166667,-0.0838446617,
 0.0014375000,-0.0477838516,
 0.0014583333, 0.0309300423,
 0.0014791667,-0.0149321556,
 0.0015000000, 0.0024819374,
 0.0015208333,-0.0073277950,
 0.0015416667, 0.0010657310,
 0.0015625000,-0.0045633316,
 0.0015833333, 0.0024580956,
 0.0016041667, 3.65973E-004,
 0.0016250000, 0.0035941601,
 0.0016458333, 0.0034832954,
 0.0016666667, 0.0060141087,
 0.0016875000, 0.0070953369,
 0.0017083333, 0.0084304810,
 0.0017291667, 0.0095355511,
 0.0017500000, 0.0116825104,
 0.0017708333, 0.0112760067,
 0.0017916667, 0.0136685371,
 0.0018125000, 0.0141847134,
 0.0018333333, 0.0144028664,
 0.0018541667, 0.0164067745,
 0.0018750000, 0.0152051449,
 0.0018958333, 0.0170421600,
 0.0019166667, 0.0168693066,
 0.0019375000, 0.0163316727,
